number,coreid,refcode,name,mofid-v1,LCD (Å),PLD (Å),LFPD (Å),Density (g/cm3),ASA (A2),ASA (m2/cm3),ASA (m2/g),NASA (A2),NASA (m2/cm3),NASA (m2/g),PV (A3),VF,PV (cm3/g),NAV (A3),NAV_VF,NPV (cm3/g),structure_dimension,topology(SingleNodes),topology(SingleNodes)-zeo,topology(AllNodes),topology(AllNodes)-zeo,catenation,dimension_by_topo,hall,number_spacegroup,Metal Types,Has OMS,OMS Types,Charge,average_atomic_mass,Heat_capacity@300K (J/g/K),std @ 300 K (J/g/K),Heat_capacity@350K (J/g/K),std @ 350 K (J/g/K),Heat_capacity@400K (J/g/K),std @ 400 K (J/g/K),k_cp (J/g/K/K),cp0 (J/g/K),natoms,Source,DOI,Year,Time,Publication,Extension,unmodified,Thermal_stability (℃),Solvent_stability,Water_stability,KH_Classes,memo
33,2018[Cd][nan]3[FSR]2,am7b17755_si_003_FSR_pacman,-,[Cd].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].n1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1 MOFid-v1.ERROR.cat0;am7b17755_si_003_FSR_pacman,13.19619,10.16926,13.18151,0.888712,1256.88,1299.64,1462.39,0.141681,0.146501,0.164847,6129.46,0.6338,0.713167,0,0,0,3,unstable,unnamed,unstable,unnamed,1,3,"-R 3 2""c",167,Cd,No,N/A,PACMAN-DDEC6,10.10892469,0.857492128,0.043845467,0.953046195,0.072858439,1.009324848,0.081605029,0.001411812,0.35223874,512,SI,10.1021/acsami.7b17755,2018,2018/1/30,ACS,Free Solvent Removed,TRUE,304.6,0.3882417,0.87,weak,
34,2018[Cd][nan]3[FSR]3,am7b17755_si_004_FSR_pacman,-,[Cd].[N]1C=C[C](C=C1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccncc1)c1ccc(cc1)[C]1C=C[N]C=C1)c1ccc(cc1)c1ccncc1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].n1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1 MOFid-v1.unknown.cat0;am7b17755_si_004_FSR_pacman,11.83106,10.92247,11.83106,0.700989,2232.09,1820.5,2597.05,0,0,0,8626.73,0.7036,1.00373,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 1,2,Cd,No,N/A,PACMAN-DDEC6,10.10892469,0.841450517,0.013894614,0.935059305,0.017410843,0.987036597,0.02070962,0.00136968,0.373172294,512,SI,10.1021/acsami.7b17755,2018,2018/1/30,ACS,Free Solvent Removed,TRUE,347.9,0.5486336,0.827692308,weak,
35,2018[Co][nia]3[FSR]1,am7b19323_si_002_FSR_pacman,-,"[Co][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.nia-d,acs.cat0;am7b19323_si_002_FSR_pacman",8.93138,4.66988,8.7274,0.872025,841.918,2216.23,2541.47,0,0,0,2493.58,0.6564,0.75273,0,0,0,3,nia-d,unnamed,nia-d,unnamed,1,3,P 64 2c (0 0 -1),181,Co,No,N/A,PACMAN-DDEC6,11.33490847,0.875254816,0.007532315,0.976702598,0.00790326,1.029241767,0.009073516,0.001461125,0.289686698,176,SI,10.1021/acsami.7b19323,2018,2018/4/18,ACS,Free Solvent Removed,TRUE,319.6,0.8154364,0.63,weak,
36,2018[Co][nan]3[FSR]2,am8b02714_si_001_FSR_pacman,-,[Co].[O-]C(=O)c1cc(OCc2ccncc2)cc(c1)C(=O)[O-].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1 MOFid-v1.unknown.cat0;am8b02714_si_001_FSR_pacman,9.68124,5.2532,9.66304,1.03176,1620.14,1425.76,1381.86,45.3759,39.9318,38.7024,6327.11,0.5568,0.539658,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,C -2yc,9,Co,No,N/A,PACMAN-DDEC6,9.972401582,0.941612166,0.024706693,1.060830708,0.062041679,1.1288977,0.070291293,0.001557098,0.436615441,708,SI,10.1021/acsami.8b02714,2018,2018/6/20,ACS,Free Solvent Removed,TRUE,368.5,0.9441674,0.88,unknown,
37,2018[Cd][nan]3[FSR]4,am8b06339_si_002_FSR_pacman,-,NC1=NC(=[N]=C([N]1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])N.NC1=[N]=C(N)N=C([N]1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd] MOFid-v1.unknown.cat0;am8b06339_si_002_FSR_pacman,6.41846,3.35195,6.41846,1.28977,294.061,1425.26,1105.05,0,0,0,1139.31,0.5522,0.428138,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2yc,13,Cd,No,N/A,PACMAN-DDEC6,13.354334,0.741418192,0.026874271,0.848231625,0.03678169,0.900724331,0.045618223,0.001768943,0.376889791,120,SI,10.1021/acsami.8b06339,2018,2018/6/29,ACS,Free Solvent Removed,TRUE,431.6,0.7023022,0.7,unknown,
38,2018[Zr][nan]3[FSR]1,am8b09333_si_004_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)c1cc2c(cc1c1ccc(cc1)C(=O)[O-])c1cc(c3ccc(cc3)C(=O)[O-])c(cc1c1c2cc(c2ccc(cc2)C(=O)[O-])c(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[OH2][Zr]123[O]4[Zr]56[O]2[Zr]27([O]3[Zr]38([O]1[Zr]14[O]5[Zr]([O]62)([O]31)[O]78)[OH2])[OH2] MOFid-v1.unknown.cat0;am8b09333_si_004_FSR_pacman,12.90854,5.36266,12.90854,0.868063,6947.02,1992.1,2294.88,0,0,0,23490.3,0.6736,0.775981,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 6c 2c,194,Zr,No,N/A,PACMAN-DDEC6,12.12099394,0.827111787,0.022710183,0.906565724,0.041547289,0.964738362,0.053650738,0.001615561,0.476205418,1504,SI,10.1021/acsami.8b09333,2018,2018/7/25,ACS,Free Solvent Removed,TRUE,363.7,0.80521023,0.86,none,
39,2018[Zr][nan]3[FSR]2,am8b09333_si_005_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)c1cc2c(cc1c1ccc(cc1)C(=O)[O-])c1cc(c3ccc(cc3)C(=O)[O-])c(cc1c1c2cc(c2ccc(cc2)C(=O)[O-])c(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[OH2][Zr]123[O]4[Zr]56[O]2[Zr]27([O]3[Zr]38([O]1[Zr]14[O]5[Zr]([O]62)([O]31)[O]78)[OH2])[OH2] MOFid-v1.unknown.cat0;am8b09333_si_005_FSR_pacman,13.22909,5.54535,13.22909,0.854238,7050.58,1989.6,2329.09,0,0,0,24040.6,0.6784,0.794158,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2n 2ab,60,Zr,No,N/A,PACMAN-DDEC6,12.12099394,0.826871514,0.029206568,0.90246129,0.061478231,0.966191125,0.069895238,0.001011929,0.275190821,1504,SI,10.1021/acsami.8b09333,2018,2018/7/25,ACS,Free Solvent Removed,FALSE,368.4,0.79302275,0.85,none,
40,2018[Zn][vtx]3[FSR]1,am8b15894_si_002_FSR_pacman,-,[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[Zn][Zn].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1 MOFid-v1.unknown.cat0;am8b15894_si_002_FSR_pacman,3.21704,2.44664,3.21645,1.43499,0,0,0,0,0,0,1527,0.4222,0.294217,0,0,0,3,vtx,unnamed,vtx,unnamed,2,3,P 4acd 2ab 3,212,Zn,Yes,Zn,PACMAN-DDEC6,10.48789946,0.897625872,0.032988025,1.024599165,0.057300376,1.085502984,0.07112284,0.001006341,0.27272388,298,SI,10.1021/acsami.8b15894,2018,2018/11/8,ACS,Free Solvent Removed,TRUE,394.2,0.618411,0.584076923,unknown,
41,2019[In][bpq]3[FSR]1,am8b18206_si_002_FSR_pacman,-,[In].[O-]C(=O)c1ccc(cc1)C#Cc1c2ccccc2c(c2c1cccc2)C#Cc1ccc(cc1)C(=O)[O-].[O] MOFid-v1.rna.cat0;am8b18206_si_002_FSR_pacman,6.12588,5.63641,6.12588,1.14337,164.918,953.777,834.178,0,0,0,933.717,0.54,0.472287,0,0,0,3,bpq,unnamed,rna,unnamed,2,3,P 4acd 2ab 3,212,In,No,N/A,PACMAN-DDEC6,11.02378593,0.837208214,0.031012206,0.933264987,0.057640633,0.99019385,0.068662978,0.00102385,0.273017438,108,SI,10.1021/acsami.8b18206,2019,2019/1/10,ACS,Free Solvent Removed,TRUE,330.9,0.4607978,0.797104072,unknown,
42,2019[Mg][nan]3[FSR]1,am8b20450_si_005_FSR_pacman,-,[Mg].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;am8b20450_si_005_FSR_pacman,7.50245,5.47465,7.50245,1.17522,157.702,1212.66,1031.86,0,0,0,679.098,0.5222,0.444343,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,F 4 2 3,209,Mg,No,N/A,PACMAN-DDEC6,10.22638667,0.970394319,0.032700507,1.144689612,0.056717921,1.220504561,0.07204013,0.001884442,0.311644361,90,SI,10.1021/acsami.8b20450,2019,2019/1/22,ACS,Free Solvent Removed,FALSE,268.4,0.4886909,0.14,strong_high_loading,
43,2019[Co][nan]3[FSR]1,am8b20450_si_009_FSR_pacman,-,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;am8b20450_si_009_FSR_pacman,7.48593,5.45867,7.48593,1.43124,159.848,1221.25,853.283,0,0,0,676.43,0.5168,0.361085,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-R 3,148,Co,No,N/A,PACMAN-DDEC6,12.534933,0.849716923,0.034147719,0.955738756,0.065850829,1.01080998,0.074449464,0.001215202,0.380304666,90,SI,10.1021/acsami.8b20450,2019,2019/1/22,ACS,Free Solvent Removed,FALSE,225.9,0.5426839,0.466666667,none,
44,2019[Ni][nan]3[FSR]1,am8b20450_si_012_FSR_pacman,-,[Ni].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;am8b20450_si_012_FSR_pacman,4.91847,2.47734,4.91847,1.66398,0,0,0,151.882,582.298,349.944,1081.41,0.4146,0.249162,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-R 3,148,Ni,No,N/A,PACMAN-DDEC6,11.46369368,0.872852302,0.035856867,0.990478606,0.066080343,1.045934323,0.073322962,0.001543604,0.446293116,228,SI,10.1021/acsami.8b20450,2019,2019/1/22,ACS,Free Solvent Removed,FALSE,185.9,0.815977,0.642,strong,
45,2019[Ni][nan]3[FSR]2,am8b20450_si_013_FSR_pacman,-,[Ni].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;am8b20450_si_013_FSR_pacman,7.753,5.52001,7.753,1.4562,158.536,1233.93,847.363,0,0,0,652.682,0.508,0.348853,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-R 3,148,Ni,No,N/A,PACMAN-DDEC6,12.51894667,0.841716231,0.034912039,0.927626928,0.065258268,1.001900705,0.076397624,0.001387359,0.38096651,90,SI,10.1021/acsami.8b20450,2019,2019/1/22,ACS,Free Solvent Removed,FALSE,248.1,0.5720118,0.5475,strong,
46,2019[La][pcu]3[FSR]1,am9b04619_si_002_FSR_pacman,-,[La].[O-][n+]1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR.cat0;am9b04619_si_002_FSR_pacman,4.5927,3.82984,4.55891,1.63094,134.22,690.754,423.531,0,0,0,882.163,0.454,0.278367,0,0,0,3,pcu,unnamed,pcu,unnamed,1,3,-R 3,148,La,No,N/A,PACMAN-DDEC6,14.45794212,0.738011511,0.030955037,0.815533801,0.047750328,0.855292662,0.064130641,0.001548864,0.411706289,132,SI,10.1021/acsami.9b04619,2019,2019/6/11,ACS,Free Solvent Removed,TRUE,365,0.38004228,0.89962963,weak,
47,2019[Nd][pcu]3[FSR]1,am9b04619_si_003_FSR_pacman,-,[Nd].[O-][n+]1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR.cat0;am9b04619_si_003_FSR_pacman,4.77313,3.82049,4.75915,1.65695,154.186,797.254,481.157,0,0,0,883.437,0.4568,0.275687,0,0,0,3,pcu,unnamed,pcu,unnamed,1,3,-R 3,148,Nd,No,N/A,PACMAN-DDEC6,14.61965515,0.722753335,0.044282296,0.803244313,0.084233422,0.842451423,0.083994607,0.001539308,0.413894366,132,SI,10.1021/acsami.9b04619,2019,2019/6/11,ACS,Free Solvent Removed,FALSE,362.3,0.36640453,0.86962963,strong,
48,2019[Lu][pcu]3[FSR]1,am9b04619_si_004_FSR_pacman,-,[Lu].[O-][n+]1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR.cat0;am9b04619_si_004_FSR_pacman,4.77627,3.78793,4.76976,1.83876,146.565,790.64,429.986,0,0,0,831.591,0.4486,0.243969,0,0,0,3,pcu,unnamed,pcu,unnamed,1,3,-R 3,148,Lu,No,N/A,PACMAN-DDEC6,15.5507097,0.674790663,0.028438727,0.748187614,0.058976925,0.787846678,0.072101658,0.001625201,0.439136633,132,SI,10.1021/acsami.9b04619,2019,2019/6/11,ACS,Free Solvent Removed,FALSE,350.8,0.38430324,0.65,strong,
49,2019[La][pcu]3[FSR]2,am9b04619_si_005_FSR_pacman,-,[La].[O-][n+]1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR.cat0;am9b04619_si_005_FSR_pacman,4.50005,3.66343,4.49205,1.65025,117.223,610.42,369.896,0,0,0,853.792,0.4446,0.269414,0,0,0,3,pcu,unnamed,pcu,unnamed,1,3,-P 2ybc,14,La,No,N/A,PACMAN-DDEC6,14.45794212,0.737440022,0.011266433,0.821703846,0.017558702,0.857811669,0.019292712,0.001607795,0.401939122,132,SI,10.1021/acsami.9b04619,2019,2019/6/11,ACS,Free Solvent Removed,FALSE,344.7,0.60322773,0.79962963,strong,
50,2019[Dy][pcu]3[FSR]1,am9b04619_si_007_FSR_pacman,-,[Dy].[O-][n+]1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR.cat0;am9b04619_si_007_FSR_pacman,4.38092,3.53647,4.37707,1.84481,93.334,517.724,280.638,0,0,0,771.227,0.4278,0.231893,0,0,0,3,pcu,unnamed,pcu,unnamed,1,3,-P 2ybc,14,Dy,No,N/A,PACMAN-DDEC6,15.17292788,0.692870545,0.038769732,0.7683722,0.06862623,0.809539547,0.079359292,0.001253647,0.397817449,132,SI,10.1021/acsami.9b04619,2019,2019/6/11,ACS,Free Solvent Removed,FALSE,372.3,0.44408584,0.76,strong,
51,2019[Lu][pcu]3[FSR]2,am9b04619_si_008_FSR_pacman,-,[Lu].[O-][n+]1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR.cat0;am9b04619_si_008_FSR_pacman,4.40729,3.54257,4.35095,1.90166,99.3783,554.434,291.553,0,0,0,774.329,0.432,0.22717,0,0,0,3,pcu,unnamed,pcu,unnamed,1,3,-P 2ybc,14,Lu,No,N/A,PACMAN-DDEC6,15.5507097,0.674624901,0.020449979,0.74757889,0.02822648,0.78827682,0.032343173,0.001302401,0.328176669,132,SI,10.1021/acsami.9b04619,2019,2019/6/11,ACS,Free Solvent Removed,FALSE,346,0.5058015,0.64,strong,
52,2019[Nd][pcu]3[FSR]2,am9b04619_si_009_FSR_pacman,-,[Nd].[O-][n+]1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR.cat0;am9b04619_si_009_FSR_pacman,4.43748,3.62609,4.43354,1.7168,105.567,565.571,329.434,0,0,0,792.911,0.4248,0.247437,0,0,0,3,pcu,unnamed,pcu,unnamed,1,3,-P 2ybc,14,Nd,No,N/A,PACMAN-DDEC6,14.61965515,0.721648437,0.012104269,0.801096749,0.014411305,0.841837313,0.015784467,0.001569387,0.420307084,132,SI,10.1021/acsami.9b04619,2019,2019/6/11,ACS,Free Solvent Removed,FALSE,350.1,0.62468266,0.81962963,weak,
53,2019[Co][nan]3[FSR]2,am9b05655_si_002_FSR_pacman,-,[Co]O[Co].[O-]C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)[O-])N1[N]C=N[CH]1.n1ccc(cc1)c1ccncc1 MOFid-v1.unknown.cat0;am9b05655_si_002_FSR_pacman,9.90886,6.495,9.90886,0.766859,2566.26,2117.89,2761.77,0,0,0,8142.67,0.672,0.876302,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2ybc,14,Co,No,N/A,PACMAN-DDEC6,10.02821065,0.910999683,0.012867059,1.01420325,0.014505685,1.068231563,0.016036333,0.00171128,0.331840527,558,SI,10.1021/acsami.9b05655,2019,2019/5/14,ACS,Free Solvent Removed,TRUE,360.8,0.7616389,0.746666667,none,
54,2019[Co][jaj]3[FSR]1,am9b13655_si_002_FSR_pacman,-,[Co].[Co][Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.jaj.cat0;am9b13655_si_002_FSR_pacman,6.00209,4.08328,5.94634,1.24626,430.486,908.135,728.69,0,0,0,2305.7,0.4864,0.390289,0,0,0,3,jaj,unnamed,jaj,unnamed,1,3,-P 2ybc,14,Co,No,N/A,PACMAN-DDEC6,10.34202169,0.955968877,0.02535997,1.041087435,0.044495329,1.080591431,0.055173872,0.001962742,0.313182235,344,SI,10.1021/acsami.9b13655,2019,2019/11/22,ACS,Free Solvent Removed,FALSE,312.2,0.7016631,0.726666667,weak,
55,2019[Zr][pts]3[FSR]1,am9b17569_si_001_FSR_pacman,-,"[O]c1cc(cc(c1[O])[O])C1=C2C=CC(=N2)C=c2ccc(=C(C3=NC(=Cc4[nH]c1cc4)C=C3)c1cc([O])c(c(c1)[O])[O])[nH]2.[Zr] MOFid-v1.pts,dmd.cat0;am9b17569_si_001_FSR_pacman",5.14326,4.66746,5.14326,1.53864,76.2975,549.118,356.886,0,0,0,508.54,0.366,0.237873,0,0,0,3,pts-x,unnamed,sqc958,unnamed,1,3,-P 2ybc,14,Zr,No,N/A,PACMAN-DDEC6,10.91045153,0.836812615,0.025639836,0.971181868,0.044951788,1.087908603,0.055316536,0.001649985,0.435411689,118,SI,10.1021/acsami.9b17569,2019,2019/11/12,ACS,Free Solvent Removed,FALSE,370.6,0.9320804,0.65,strong,
56,2020[Zn][nan]3[FSR]1,am9b19583_si_001_FSR_pacman,-,O.[O-]C(=O)c1cc(OCc2ccc(cc2)C(=O)[O-])cc(c1)OCc1ccc(cc1)C(=O)[O-].[OH].[Zn] MOFid-v1.unknown.cat0;am9b19583_si_001_FSR_pacman,7.10977,6.45356,7.10977,1.40918,228.719,829.24,588.456,0,0,0,1271.52,0.461,0.327141,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,"-R 3 2""c",167,Zn,Yes,Zn,PACMAN-DDEC6,11.04043434,0.87733253,0.012112005,0.976063818,0.014347114,1.032550108,0.015155006,0.001518327,0.408539869,212,SI,10.1021/acsami.9b19583,2020,2020/1/17,ACS,Free Solvent Removed,FALSE,388.7,0.22448367,0.565,weak,
57,2020[Zn][nan]3[FSR]2,am9b19583_si_002_FSR_pacman,-,[O-]C(=O)c1cc(OCc2ccc(cc2)C(=O)[O-])cc(c1)OCc1ccc(cc1)C(=O)O.[Zn] MOFid-v1.unknown.cat0;am9b19583_si_002_FSR_pacman,4.97041,4.59756,4.96557,1.48054,107.57,493.601,333.393,0,0,0,832.923,0.3822,0.258149,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2ybc,14,Zn,No,N/A,PACMAN-DDEC6,10.11975708,0.917826655,0.026074543,1.037432382,0.044918553,1.112312278,0.054354631,0.001455861,0.411630856,192,SI,10.1021/acsami.9b19583,2020,2020/1/17,ACS,Free Solvent Removed,TRUE,unknown,unknown,unknown,weak,
58,2019[La][sql]2[FSR]1,am9b20184_si_003_FSR_pacman,-,[O-]C(=O)CN(CC(=O)[O-])CCCN(CC(=O)[O-])CC(=O)[O-].[OH2][La] MOFid-v1.unknown.cat0;am9b20184_si_003_FSR_pacman,4.2387,3.0724,4.03618,1.62617,0,0,0,63.6281,169.633,104.315,1605.4,0.428,0.263196,0,0,0,2,sql,unnamed,sql,unnamed,1,2,-C 2 2c,66,La,No,N/A,PACMAN-DDEC6,11.77328744,0.843858876,0.025689368,0.926790632,0.056352233,0.995845969,0.060689566,0.001765489,0.331434975,312,SI,10.1021/acsami.9b20184,2019,2019/12/16,ACS,Free Solvent Removed,FALSE,366.9,0.8572078,0.71,none,
59,2019[Ce][sql]2[FSR]1,am9b20184_si_004_FSR_pacman,-,[O-]C(=O)CN(CC(=O)[O-])CCCN(CC(=O)[O-])CC(=O)[O-].[OH2][Ce] MOFid-v1.unknown.cat0;am9b20184_si_004_FSR_pacman,4.27692,3.02408,4.07564,1.63134,0,0,0,62.3004,166.184,101.87,1651.76,0.4406,0.270085,0,0,0,2,sql,unnamed,sql,unnamed,1,2,-P 2ybc,14,Ce,No,N/A,PACMAN-DDEC6,11.80432667,0.836459848,0.026210812,0.91208581,0.045372585,0.988938653,0.049744248,0.00153987,0.4214454,312,SI,10.1021/acsami.9b20184,2019,2019/12/16,ACS,Free Solvent Removed,FALSE,373.5,0.83515996,0.73,none,
60,2019[Nd][sql]2[FSR]1,am9b20184_si_006_FSR_pacman,-,[O-]C(=O)CN(CC(=O)[O-])CCCN(CC(=O)[O-])CC(=O)[O-].[OH2][Nd] MOFid-v1.unknown.cat0;am9b20184_si_006_FSR_pacman,4.27264,3.02027,4.06736,1.6509,0,0,0,63.2621,169.257,102.524,1603.45,0.429,0.259858,0,0,0,2,sql,unnamed,sql,unnamed,1,2,P 2c -2n,33,Nd,No,N/A,PACMAN-DDEC6,11.91012154,0.82777902,0.027370906,0.905547792,0.045879401,0.976527357,0.049604411,0.001872855,0.388280823,312,SI,10.1021/acsami.9b20184,2019,2019/12/16,ACS,Free Solvent Removed,FALSE,357.7,0.87211,0.69,none,
61,2020[Mn][nan]3[FSR]1,am9b22410_si_002_FSR_pacman,-,O=CN(C)C.[Mn].[O-]C(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[OH2][Mn] MOFid-v1.unknown.cat0;am9b22410_si_002_FSR_pacman,4.68724,3.53716,4.66178,1.23935,151.602,400.988,323.548,67.1785,177.687,143.372,1776.93,0.47,0.379232,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,P 4ab -1ab,85,Mn,No,N/A,PACMAN-DDEC6,9.935611127,0.941256652,0.026421283,1.041434563,0.045360091,1.085324584,0.049173884,0.001593061,0.272553229,284,SI,10.1021/acsami.9b22410,2020,2020/1/10,ACS,Free Solvent Removed,FALSE,429.9,0.2512961,0.614965812,weak,
62,2020[Zn][nan]3[FSR]3,am9b22658_si_002_FSR_pacman,-,[O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-].[Zn].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1 MOFid-v1.unknown.cat1;am9b22658_si_002_FSR_pacman,4.90477,2.92555,4.42535,1.3228,0,0,0,277.738,468.829,354.422,2746.41,0.4636,0.350469,0,0,0,3,unnamed,unnamed,unnamed,unnamed,2,3,P 4ab -1ab,85,Zn,No,N/A,PACMAN-DDEC6,10.44035522,0.909609316,0.031957675,1.024553692,0.066366873,1.073208533,0.077129113,0.001376211,0.398622899,452,SI,10.1021/acsami.9b22658,2020,2020/2/3,ACS,Free Solvent Removed,TRUE,349.6,0.8912909,0.51,none,
63,2020[Cd][pcu]3[FSR]1,am9b22658_si_003_FSR_pacman,-,[Cd].[O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1 MOFid-v1.pcu.cat1;am9b22658_si_003_FSR_pacman,8.07622,7.49538,8.06653,1.17602,922.306,1281.94,1090.06,0,0,0,3932.57,0.5466,0.464786,0,0,0,3,pcu,unnamed,pcu,unnamed,2,3,P 4ab -1ab,85,Cd,No,N/A,PACMAN-DDEC6,11.2727623,0.840015372,0.033316049,0.933690485,0.053365072,0.985704731,0.071385413,0.001396592,0.389291812,452,SI,10.1021/acsami.9b22658,2020,2020/2/3,ACS,Free Solvent Removed,TRUE,320.6,0.920421,0.743888889,unknown,
64,2020[Cu][eea]3[FSR]1,an0c00162_si_002_FSR_pacman,-,[Cu][Cu].[O-]C(=O)c1cc(c[n+](c1)[O-])C(=O)[O-] MOFid-v1.eea.cat0;an0c00162_si_002_FSR_pacman,7.85306,5.37338,7.85306,1.17921,391.237,1892.73,1605.08,0,0,0,1241.06,0.6004,0.509153,0,0,0,3,eea,unnamed,eea,unnamed,1,3,-P 1,2,Cu,No,N/A,PACMAN-DDEC6,14.39108353,0.788184256,0.030098716,0.875154045,0.046121964,0.929915969,0.053054924,0.001456894,0.409890769,102,SI,10.1021/acsanm.0c00162,2020,2020/2/26,ACS,Free Solvent Removed,TRUE,217.4,0.76119936,0.53,weak,
65,2018[Zn][sql]2[FSR]1,an8b01469_si_002_FSR_pacman,-,"CCN(C1=C[CH]C2=C(c3c(OC2=C1)cc(cc3)N(CC)CC)c1ccccc1C(=O)[O-])CC.CCN(C1=C[C]2C(=C(c3c(O2)cc(cc3)N(CC)CC)c2ccccc2C(=O)[O-])C=C1)CC.Cc1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(c(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])N.[Zn] MOFid-v1.sql,bex.cat1;an8b01469_si_002_FSR_pacman",7.0133,4.3484,7.01043,1.00765,1891.64,1428.16,1417.31,0,0,0,7377.64,0.557,0.552769,0,0,0,2,sql,unnamed,bex,unnamed,2,2,-C 2yc,15,Zn,Yes,Zn,PACMAN-DDEC6,9.133278364,0.961893876,0.012959806,1.075661575,0.027229799,1.167508947,0.031902848,0.001632653,0.362231229,880,SI,10.1021/acsanm.8b01469,2018,2018/9/20,ACS,Free Solvent Removed,FALSE,314.1,0.83368003,0.87,none,
66,2024[Ni][sql]2[FSR]1,anie202316792-sup-0001-ntu-88_FSR_pacman,-,Cl[Ni]Cl.n1ccc(cc1)Nc1ccncc1 MOFid-v1.sql.cat1;anie202316792-sup-0001-ntu-88_FSR_pacman,6.35552,4.69168,5.58877,0.886769,745.532,2108.73,2377.99,0,0,0,2170.77,0.614,0.692401,0,0,0,2,sql,unnamed,sql,unnamed,2,2,-P 2a 2bc,52,Ni,No,N/A,PACMAN-DDEC6,10.04247915,0.887967142,0.035185335,0.993344885,0.063035729,1.030027358,0.072335247,0.001939267,0.3258923,188,SI,10.1002/anie.202316792,2024,2024/11/13,WILEY,Free Solvent Removed,TRUE,379.4,0.91945195,0.51,weak,
